Mfr Name,Division,Carline,Hybrid ,Cyl,CityFE,HWYFE,CombFE,Transmission,Gears,DriveDesc,AnnualFuelCost,Type,FERating,GHGRating,SmogRating,5YearSpend,TailpipeCO2,Emissions
Honda,Acura,NSX,N,6,21,22,21,Manual,9,All Wheel Drive,2000,Car,4,4,3,3250,420,High
Honda,Acura,ILX,N,4,25,35,29,Manual,8,"2-Wheel Drive, Front",1450,Car,6,6,3,500,309,Low
Honda,Acura,TLX AWD,N,6,21,30,24,Automatic,9,All Wheel Drive,1750,Car,5,5,3,2000,369,Low
Honda,Acura,TLX AWD A-SPEC,N,6,20,29,23,Automatic,9,All Wheel Drive,1850,Car,5,5,3,2500,387,Low
Honda,Acura,TLX FWD,N,4,23,33,27,Manual,8,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,330,Low
Honda,Acura,TLX FWD,N,6,20,32,24,Automatic,9,"2-Wheel Drive, Front",1750,Car,5,5,3,2000,368,Low
Honda,Acura,TLX FWD A-SPEC,N,6,20,30,23,Automatic,9,"2-Wheel Drive, Front",1850,Car,5,5,3,2500,382,Low
Honda,Acura,RLX,N,6,28,29,28,Manual,7,All Wheel Drive,1500,Car,6,6,7,750,316,Low
Honda,Acura,RLX,N,6,20,29,23,Automatic,10,"2-Wheel Drive, Front",1850,Car,5,5,3,2500,383,Low
FCA US LLC,ALFA ROMEO,4C,N,4,24,34,28,Manual,6,"2-Wheel Drive, Rear",1500,Car,6,6,1,750,317,Low
FCA US LLC,ALFA ROMEO,Giulia,N,4,24,33,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,3,1000,330,Low
FCA US LLC,ALFA ROMEO,Giulia,N,6,17,24,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,451,High
FCA US LLC,ALFA ROMEO,Giulia AWD,N,4,23,31,26,Automatic,8,All Wheel Drive,1600,Car,5,5,3,1250,348,Low
aston martin,Aston Martin Lagonda Ltd,"Vanquish, S and Zagato",N,12,13,21,16,Automatic,8,"2-Wheel Drive, Rear",2600,Car,2,2,3,6250,555,High
aston martin,Aston Martin Lagonda Ltd,Rapide S,N,12,14,21,17,Automatic,8,"2-Wheel Drive, Rear",2450,Car,3,3,3,5500,533,High
aston martin,Aston Martin Lagonda Ltd,DB11 V12,N,12,15,21,17,Automatic,8,"2-Wheel Drive, Rear",2450,Car,3,3,3,5500,497,High
aston martin,Aston Martin Lagonda Ltd,DB11 V8,N,8,18,24,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,431,High
Volkswagen Group of,Audi,R8 AWD,N,10,14,22,17,Manual,7,All Wheel Drive,2450,Car,3,3,1,5500,531,High
Volkswagen Group of,Audi,R8 RWD,N,10,14,25,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,497,High
Volkswagen Group of,Audi,R8 Spyder AWD,N,10,14,22,17,Manual,7,All Wheel Drive,2450,Car,3,3,1,5500,531,High
Volkswagen Group of,Audi,R8 Spyder RWD,N,10,14,25,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,497,High
Volkswagen Group of,Audi,RS7,N,8,14,24,17,Automatic,8,All Wheel Drive,2450,Car,3,3,3,5500,512,High
Volkswagen Group of,Audi,TT Roadster quattro,N,4,23,30,26,Manual,6,All Wheel Drive,1400,Car,5,5,7,250,336,Low
Volkswagen Group of,Audi,A3,N,4,26,35,29,Manual,7,"2-Wheel Drive, Front",1250,Car,6,6,7,500,303,Low
Volkswagen Group of,Audi,A3 Cabriolet,N,4,25,33,28,Manual,7,"2-Wheel Drive, Front",1300,Car,6,6,7,250,315,Low
Volkswagen Group of,Audi,A3 Cabriolet quattro,N,4,22,30,25,Manual,6,All Wheel Drive,1450,Car,5,5,7,500,359,Low
Volkswagen Group of,Audi,A3 quattro,N,4,24,31,27,Manual,6,All Wheel Drive,1350,Car,6,6,7,0,330,Low
Volkswagen Group of,Audi,A5 Cabriolet quattro,N,4,24,34,27,Manual,7,All Wheel Drive,1550,Car,6,6,5,1000,327,Low
Volkswagen Group of,Audi,A5 quattro,N,4,24,34,27,Manual,7,All Wheel Drive,1550,Car,6,6,5,1000,327,Low
Volkswagen Group of,Audi,A5 quattro,N,4,24,33,27,Manual,6,All Wheel Drive,1550,Car,6,6,3,1000,327,Low
Volkswagen Group of,Audi,RS3,N,5,19,28,22,Manual,7,All Wheel Drive,1900,Car,4,4,3,2750,399,Low
Volkswagen Group of,Audi,RS5,N,6,18,26,21,Manual,8,All Wheel Drive,2000,Car,4,4,5,3250,419,High
Volkswagen Group of,Audi,S3,N,4,22,28,25,Manual,7,All Wheel Drive,1700,Car,5,5,3,1750,359,Low
Volkswagen Group of,Audi,S5,N,6,21,30,24,Manual,8,All Wheel Drive,1750,Car,5,5,5,2000,374,Low
Volkswagen Group of,Audi,S5 Cabriolet,N,6,20,29,23,Manual,8,All Wheel Drive,1850,Car,5,5,5,2500,384,Low
Volkswagen Group of,Audi,TT Coupe quattro,N,4,23,30,26,Manual,6,All Wheel Drive,1400,Car,5,5,7,250,336,Low
Volkswagen Group of,Audi,TT RS,N,5,19,29,22,Manual,7,All Wheel Drive,1900,Car,4,4,3,2750,395,Low
Volkswagen Group of,Audi,TTS Coupe,N,4,23,27,25,Manual,6,All Wheel Drive,1700,Car,5,5,3,1750,358,Low
Volkswagen Group of,Audi,A4 quattro,N,4,24,34,27,Manual,7,All Wheel Drive,1550,Car,6,6,5,1000,327,Low
Volkswagen Group of,Audi,A4 quattro,N,4,24,33,27,Manual,6,All Wheel Drive,1550,Car,6,6,3,1000,327,Low
Volkswagen Group of,Audi,A4 Ultra,N,4,27,37,31,Manual,7,"2-Wheel Drive, Front",1350,Car,7,7,3,0,284,Low
Volkswagen Group of,Audi,Q3,N,4,20,28,23,Automatic,6,"2-Wheel Drive, Front",1850,Car,5,5,3,2500,380,Low
Volkswagen Group of,Audi,Q3 quattro,N,4,20,28,23,Automatic,6,All Wheel Drive,1850,Car,5,5,3,2500,387,Low
Volkswagen Group of,Audi,S4,N,6,21,30,24,Manual,8,All Wheel Drive,1750,Car,5,5,5,2000,374,Low
Volkswagen Group of,Audi,A5 Sportback quattro,N,4,24,34,27,Manual,7,All Wheel Drive,1550,Car,6,6,5,1000,327,Low
Volkswagen Group of,Audi,A6,N,4,25,34,28,Manual,7,"2-Wheel Drive, Front",1500,Car,6,6,5,750,311,Low
Volkswagen Group of,Audi,A6 quattro,N,4,22,31,26,Automatic,8,All Wheel Drive,1600,Car,5,5,5,1250,347,Low
Volkswagen Group of,Audi,A6 quattro,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,3,2500,378,Low
Volkswagen Group of,Audi,A7 quattro,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,3,2500,378,Low
Volkswagen Group of,Audi,S5 Sportback,N,6,21,30,24,Manual,8,All Wheel Drive,1750,Car,5,5,5,2000,374,Low
Volkswagen Group of,Audi,S6,N,8,16,24,18,Manual,7,All Wheel Drive,2350,Car,3,3,3,5000,480,High
Volkswagen Group of,Audi,S7,N,8,16,24,18,Manual,7,All Wheel Drive,2350,Car,3,3,3,5000,480,High
Volkswagen Group of,Audi,S8,N,8,14,24,18,Automatic,8,All Wheel Drive,2350,Car,3,3,3,5000,503,High
Volkswagen Group of,Audi,A8L,N,6,19,29,22,Automatic,8,All Wheel Drive,1900,Car,4,4,3,2750,397,Low
Volkswagen Group of,Audi,A8L,N,8,16,26,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,466,High
Volkswagen Group of,Bentley,Continental GT Convertible,N,12,12,20,14,Automatic,8,All Wheel Drive,3000,Car,1,1,1,8250,627,High
Volkswagen Group of,Bentley,Continental Supersports Convt,N,12,12,20,14,Automatic,8,All Wheel Drive,3000,Car,1,1,1,8250,627,High
Volkswagen Group of,Bentley,Flying Spur,N,8,13,22,16,Automatic,8,All Wheel Drive,2600,Car,2,2,3,6250,568,High
Volkswagen Group of,Bentley,Flying Spur,N,12,12,20,14,Automatic,8,All Wheel Drive,3000,Car,1,1,1,8250,627,High
Volkswagen Group of,Bentley,Mulsanne,N,8,11,18,14,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,1,8250,652,High
BMW,BMW,M6 Convertible,N,8,14,20,16,Manual,7,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,553,High
BMW,BMW,M6 Convertible,N,8,15,22,17,Manual,6,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,522,High
BMW,BMW,M6 Gran Coupe,N,8,14,20,16,Manual,7,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,553,High
BMW,BMW,M6 Gran Coupe,N,8,15,22,17,Manual,6,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,522,High
BMW,BMW,M5,N,8,15,21,17,Automatic,8,All Wheel Drive,2450,Car,3,3,3,5500,521,High
BMW,BMW,M760i xDrive,N,12,13,20,16,Automatic,8,All Wheel Drive,2600,Car,2,2,3,6250,571,High
BMW,BMW,M4 DTM Champions Edition,N,6,17,24,20,Manual,7,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,450,High
BMW,BMW,230i Convertible,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,230i Coupe,N,4,24,35,28,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,7,750,318,Low
BMW,BMW,230i Coupe,N,4,21,32,25,Manual,6,"2-Wheel Drive, Rear",1700,Car,5,5,7,1750,360,Low
BMW,BMW,230i xDrive Convertible,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,230i xDrive Coupe,N,4,24,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,325,Low
BMW,BMW,430i Convertible,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,430i xDrive Convertible,N,4,22,32,26,Automatic,8,All Wheel Drive,1600,Car,5,5,7,1250,343,Low
BMW,BMW,440i Convertible,N,6,21,29,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,372,Low
BMW,BMW,440i xDrive Convertible,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,3,2500,382,Low
BMW,BMW,640i Convertible,N,6,20,29,23,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,378,Low
BMW,BMW,640i xDrive Convertible,N,6,19,28,22,Automatic,8,All Wheel Drive,1900,Car,4,4,3,2750,396,Low
BMW,BMW,650i Convertible,N,8,17,25,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,449,High
BMW,BMW,650i xDrive Convertible,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,463,High
BMW,BMW,M2,N,6,20,26,22,Manual,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,395,Low
BMW,BMW,M2,N,6,18,26,21,Manual,6,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,430,High
BMW,BMW,M240i Convertible,N,6,21,30,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,362,Low
BMW,BMW,M240i Convertible,N,6,18,27,22,Manual,6,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,411,High
BMW,BMW,M240i Coupe,N,6,21,30,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,362,Low
BMW,BMW,M240i Coupe,N,6,19,28,22,Manual,6,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,401,High
BMW,BMW,M240i xDrive Convertible,N,6,21,30,24,Automatic,8,All Wheel Drive,1750,Car,5,5,3,2000,365,Low
BMW,BMW,M240i xDrive Coupe,N,6,21,30,24,Automatic,8,All Wheel Drive,1750,Car,5,5,3,2000,365,Low
BMW,BMW,M4 Convertible,N,6,16,22,19,Manual,7,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,481,High
BMW,BMW,M4 Convertible,N,6,17,25,20,Manual,6,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,450,High
BMW,BMW,320i,N,4,24,35,28,Automatic,8,"2-Wheel Drive, Rear",1500,Car,6,6,3,750,323,Low
BMW,BMW,320i,N,4,23,35,27,Manual,6,"2-Wheel Drive, Rear",1550,Car,6,6,3,1000,326,Low
BMW,BMW,320i xDrive,N,4,23,34,27,Automatic,8,All Wheel Drive,1550,Car,6,6,3,1000,332,Low
BMW,BMW,328d,N,4,31,43,36,Automatic,8,"2-Wheel Drive, Rear",1100,Car,8,7,3,1250,285,Low
BMW,BMW,328d xDrive,N,4,30,40,34,Automatic,8,All Wheel Drive,1150,Car,8,6,3,1000,303,Low
BMW,BMW,330i,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,330i,N,4,21,32,25,Manual,6,"2-Wheel Drive, Rear",1700,Car,5,5,7,1750,360,Low
BMW,BMW,330i xDrive,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,340i,N,6,21,32,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,352,Low
BMW,BMW,340i,N,6,19,29,23,Manual,6,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,389,Low
BMW,BMW,340i xDrive,N,6,21,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,357,Low
BMW,BMW,340i xDrive,N,6,19,29,23,Manual,6,All Wheel Drive,1850,Car,5,5,3,2500,390,Low
BMW,BMW,430i Coupe,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,430i Coupe,N,4,21,33,25,Manual,6,"2-Wheel Drive, Rear",1700,Car,5,5,7,1750,351,Low
BMW,BMW,430i Gran Coupe,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,430i xDrive Coupe,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,430i xDrive Gran Coupe,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,440i Coupe,N,6,21,32,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,352,Low
BMW,BMW,440i Coupe,N,6,19,29,23,Manual,6,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,389,Low
BMW,BMW,440i Gran Coupe,N,6,21,32,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,352,Low
BMW,BMW,440i xDrive Coupe,N,6,21,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,357,Low
BMW,BMW,440i xDrive Coupe,N,6,19,29,23,Manual,6,All Wheel Drive,1850,Car,5,5,3,2500,390,Low
BMW,BMW,440i xDrive Gran Coupe,N,6,21,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,357,Low
BMW,BMW,640i Gran Coupe,N,6,20,29,23,Automatic,8,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,378,Low
BMW,BMW,640i xDrive Gran Coupe,N,6,19,28,22,Automatic,8,All Wheel Drive,1900,Car,4,4,3,2750,396,Low
BMW,BMW,650i Gran Coupe,N,8,17,25,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,449,High
BMW,BMW,650i xDrive Gran Coupe,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,463,High
BMW,BMW,Alpina B6 xDrive Gran Coupe,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,463,High
BMW,BMW,M3,N,6,17,24,20,Manual,7,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,450,High
BMW,BMW,M3,N,6,17,25,20,Manual,6,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,439,High
BMW,BMW,M3 CS,N,6,16,22,19,Manual,7,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,481,High
BMW,BMW,M4 Coupe,N,6,17,24,20,Manual,7,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,450,High
BMW,BMW,M4 Coupe,N,6,17,25,20,Manual,6,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,439,High
BMW,BMW,530i,N,4,24,34,27,Automatic,8,"2-Wheel Drive, Rear",1550,Car,6,6,7,1000,324,Low
BMW,BMW,530i xDrive,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,540d xDrive,N,6,26,36,30,Automatic,8,All Wheel Drive,1300,Car,7,5,3,250,341,Low
BMW,BMW,540i,N,6,21,30,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,5,2000,367,Low
BMW,BMW,540i xDrive,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,5,2500,380,Low
BMW,BMW,M550i xDrive,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,454,High
BMW,BMW,X2 sDrive28i,N,4,23,32,26,Automatic,8,"2-Wheel Drive, Front",1600,Car,5,5,7,1250,341,Low
BMW,BMW,X2 xDrive28i,N,4,21,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,357,Low
BMW,BMW,330i xDrive Gran Turismo,N,4,23,33,27,Automatic,8,All Wheel Drive,1550,Car,6,6,7,1000,333,Low
BMW,BMW,340i xDrive Gran Turismo,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,3,2500,382,Low
BMW,BMW,640i xDrive Gran Turismo,N,6,20,28,23,Automatic,8,All Wheel Drive,1850,Car,5,5,5,2500,388,Low
BMW,BMW,740i,N,6,21,29,24,Automatic,8,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,372,Low
BMW,BMW,740i xDrive,N,6,20,29,23,Automatic,8,All Wheel Drive,1850,Car,5,5,3,2500,382,Low
BMW,BMW,750i,N,8,17,25,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,449,High
BMW,BMW,750i xDrive,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,463,High
BMW,BMW,Alpina B7 xDrive,N,8,16,25,19,Automatic,8,All Wheel Drive,2200,Car,3,3,3,4250,463,High
BMW,BMW,X1 sDrive28i,N,4,23,32,26,Automatic,8,"2-Wheel Drive, Front",1600,Car,5,5,7,1250,337,Low
BMW,BMW,X1 xDrive28i,N,4,22,31,25,Automatic,8,All Wheel Drive,1700,Car,5,5,7,1750,349,Low
Volkswagen Group of,Bugatti,Chiron,N,16,9,14,11,Manual,7,All Wheel Drive,3800,Car,1,1,5,12250,840,High
General Motors,Buick,CASCADA,N,4,21,29,24,Automatic,6,"2-Wheel Drive, Rear",1750,Car,5,5,5,2000,373,Low
General Motors,Buick,LACROSSE,N,4,25,35,29,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,306,Low
General Motors,Buick,LACROSSE,N,6,21,30,24,Automatic,9,"2-Wheel Drive, Front",1500,Car,5,5,5,750,367,Low
General Motors,Buick,LACROSSE AWD,N,6,20,29,23,Automatic,9,All Wheel Drive,1550,Car,5,5,5,1000,386,Low
General Motors,Buick,REGAL,N,4,22,32,26,Automatic,9,"2-Wheel Drive, Front",1600,Car,5,5,5,1250,344,Low
General Motors,Buick,REGAL AWD,N,4,21,29,24,Automatic,8,All Wheel Drive,1750,Car,5,5,5,2000,366,Low
General Motors,Buick,REGAL AWD,N,6,19,27,22,Automatic,9,All Wheel Drive,1650,Car,4,4,5,1500,403,High
General Motors,Cadillac,CTS-V,N,8,14,21,17,Automatic,8,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,530,High
General Motors,Cadillac,ATS,N,4,22,31,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,348,Low
General Motors,Cadillac,ATS,N,4,20,29,23,Manual,6,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,388,Low
General Motors,Cadillac,ATS,N,6,20,30,24,Automatic,8,"2-Wheel Drive, Rear",1500,Car,5,5,5,750,376,Low
General Motors,Cadillac,ATS AWD,N,4,22,30,25,Automatic,8,All Wheel Drive,1700,Car,5,5,5,1750,358,Low
General Motors,Cadillac,ATS AWD,N,6,19,27,22,Automatic,8,All Wheel Drive,1650,Car,4,4,5,1500,398,Low
General Motors,Cadillac,ATS-V,N,6,17,25,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,469,High
General Motors,Cadillac,ATS-V,N,6,16,23,19,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,474,High
General Motors,Cadillac,CTS,N,4,22,30,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,360,Low
General Motors,Cadillac,CTS,N,6,20,30,24,Automatic,8,"2-Wheel Drive, Rear",1500,Car,5,5,5,750,376,Low
General Motors,Cadillac,CTS,N,6,16,24,19,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,488,High
General Motors,Cadillac,CTS AWD,N,4,21,29,24,Automatic,8,All Wheel Drive,1750,Car,5,5,5,2000,368,Low
General Motors,Cadillac,CTS AWD,N,6,19,27,22,Automatic,8,All Wheel Drive,1650,Car,4,4,5,1500,398,Low
General Motors,Cadillac,CT6,N,4,22,30,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,360,Low
General Motors,Cadillac,CT6 AWD,N,6,18,26,21,Automatic,8,All Wheel Drive,2000,Car,4,4,3,3250,424,High
General Motors,Cadillac,CT6 AWD,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,5,1750,416,High
General Motors,Cadillac,XTS,N,6,19,28,22,Automatic,6,"2-Wheel Drive, Front",1650,Car,4,4,5,1500,404,High
General Motors,Cadillac,XTS AWD,N,6,17,26,20,Automatic,6,All Wheel Drive,1800,Car,4,4,5,2250,444,High
General Motors,Cadillac,XTS AWD,N,6,16,23,18,Automatic,6,All Wheel Drive,2350,Car,3,3,3,5000,486,High
General Motors,Chevrolet,CORVETTE,N,8,13,23,16,Automatic,8,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,541,High
General Motors,Chevrolet,CAMARO,N,8,13,21,15,Automatic,10,"2-Wheel Drive, Rear",2800,Car,2,2,1,7250,582,High
General Motors,Chevrolet,CAMARO,N,8,14,20,16,Manual,6,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,559,High
General Motors,Chevrolet,CORVETTE,N,8,15,25,18,Automatic,8,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,487,High
General Motors,Chevrolet,CORVETTE,N,8,15,22,18,Manual,7,"2-Wheel Drive, Rear",2350,Car,3,3,1,5000,503,High
General Motors,Chevrolet,CORVETTE,N,8,16,25,19,Manual,7,"2-Wheel Drive, Rear",2200,Car,3,3,1,4250,466,High
General Motors,Chevrolet,CAMARO,N,4,22,31,25,Automatic,8,"2-Wheel Drive, Rear",1700,Car,5,5,5,1750,354,Low
General Motors,Chevrolet,CAMARO,N,4,20,30,23,Manual,6,"2-Wheel Drive, Rear",1850,Car,5,5,5,2500,379,Low
General Motors,Chevrolet,CAMARO,N,6,19,29,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,5,1000,396,Low
General Motors,Chevrolet,CAMARO,N,6,16,28,20,Manual,6,"2-Wheel Drive, Rear",1800,Car,4,4,5,2250,437,High
General Motors,Chevrolet,CAMARO,N,8,17,27,20,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,1,3750,442,High
General Motors,Chevrolet,CAMARO,N,8,16,25,19,Manual,6,"2-Wheel Drive, Rear",2200,Car,3,3,1,4250,457,High
General Motors,Chevrolet,SPARK,N,4,30,38,33,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,269,Low
General Motors,Chevrolet,SPARK,N,4,29,39,33,Manual,5,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,267,Low
General Motors,Chevrolet,SPARK ACTIV,N,4,30,37,33,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,269,Low
General Motors,Chevrolet,SPARK ACTIV,N,4,29,38,32,Manual,5,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,278,Low
General Motors,Chevrolet,CRUZE,N,4,29,40,33,Automatic,6,"2-Wheel Drive, Front",1100,Car,8,8,6,1250,267,Low
General Motors,Chevrolet,CRUZE,N,4,27,40,32,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,6,1250,277,Low
General Motors,Chevrolet,CRUZE,N,4,31,47,37,Automatic,9,"2-Wheel Drive, Front",1050,Car,8,7,3,1500,276,Low
General Motors,Chevrolet,CRUZE,N,4,30,52,37,Manual,6,"2-Wheel Drive, Front",1050,Car,8,7,3,1500,274,Low
General Motors,Chevrolet,CRUZE PREMIER,N,4,29,39,33,Automatic,6,"2-Wheel Drive, Front",1100,Car,8,8,6,1250,269,Low
General Motors,Chevrolet,SONIC,N,4,27,35,30,Automatic,6,"2-Wheel Drive, Front",1200,Car,7,7,3,750,296,Low
General Motors,Chevrolet,SONIC,N,4,28,37,32,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,280,Low
General Motors,Chevrolet,SONIC,N,4,25,34,28,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,311,Low
General Motors,Chevrolet,SONIC,N,4,26,35,29,Manual,5,"2-Wheel Drive, Front",1250,Car,6,6,5,500,306,Low
General Motors,Chevrolet,CRUZE HATCHBACK,N,4,29,38,32,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,6,1250,278,Low
General Motors,Chevrolet,CRUZE HATCHBACK,N,4,27,38,31,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,6,1000,285,Low
General Motors,Chevrolet,CRUZE HATCHBACK,N,4,30,45,35,Automatic,9,"2-Wheel Drive, Front",1150,Car,8,7,3,1000,291,Low
General Motors,Chevrolet,CRUZE HATCHBACK,N,4,29,48,35,Manual,6,"2-Wheel Drive, Front",1150,Car,8,7,3,1000,290,Low
General Motors,Chevrolet,CRUZE PREMIER HATCHBACK,N,4,28,37,31,Automatic,6,"2-Wheel Drive, Front",1150,Car,7,7,6,1000,287,Low
General Motors,Chevrolet,MALIBU,N,4,27,36,30,Automatic,6,"2-Wheel Drive, Front",1200,Car,7,7,7,750,292,Low
General Motors,Chevrolet,MALIBU,N,4,49,43,46,Automatic,1,"2-Wheel Drive, Front",800,Car,10,10,3,2750,194,Low
General Motors,Chevrolet,MALIBU,N,4,22,32,26,Automatic,9,"2-Wheel Drive, Front",1600,Car,5,5,5,1250,344,Low
General Motors,Chevrolet,IMPALA,N,4,22,30,25,Automatic,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,360,Low
General Motors,Chevrolet,IMPALA,N,6,19,28,22,Automatic,6,"2-Wheel Drive, Front",1650,Car,4,4,7,1500,404,High
General Motors,Chevrolet,IMPALA,N,6,18,28,22,Automatic,6,"2-Wheel Drive, Front",1650,Car,4,4,5,1500,409,High
FCA US LLC,Chrysler,300,N,6,19,30,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,3,1000,389,Low
FCA US LLC,Chrysler,300,N,6,19,30,23,Automatic,8,"2-Wheel Drive, Rear",1550,Car,5,5,3,1000,389,Low
FCA US LLC,Chrysler,300,N,8,16,25,19,Automatic,8,"2-Wheel Drive, Rear",2050,Car,3,3,3,3500,466,High
FCA US LLC,Chrysler,300 AWD,N,6,18,27,21,Automatic,8,All Wheel Drive,1700,Car,4,4,3,1750,415,High
