Mfr Name,Division,Carline,Hybrid ,Cyl,CityFE,HWYFE,CombFE,Transmission,Gears,DriveDesc,AnnualFuelCost,Type,FERating,GHGRating,SmogRating,5YearSpend,TailpipeCO2,Emissions
Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,N,6,18,22,19,Automatic,7,4-Wheel Drive,2200,SUV,3,3,1,4250,457,High
Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,N,6,18,22,19,Automatic,7,4-Wheel Drive,2200,SUV,3,3,1,4250,457,High
Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,N,6,17,22,19,Automatic,9,4-Wheel Drive,2200,SUV,3,3,3,4250,477,High
Mercedes-Benz,Mercedes-Benz,GLS 550 4MATIC,N,8,14,19,16,Automatic,9,4-Wheel Drive,2600,SUV,2,2,3,6250,556,High
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,N,4,25,28,26,Automatic,8,"2-Wheel Drive, Front",1400,SUV,5,5,5,250,338,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,N,4,26,29,27,Automatic,8,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,327,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 2WD,N,4,25,30,27,Automatic,6,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,326,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,24,30,27,Automatic,6,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,328,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,23,29,25,Manual,5,"2-Wheel Drive, Front",1450,SUV,5,5,5,500,347,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,23,29,25,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,5,500,353,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,N,4,25,26,25,Automatic,8,4-Wheel Drive,1450,SUV,5,5,5,500,347,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,N,4,25,28,26,Automatic,8,4-Wheel Drive,1400,SUV,5,5,5,250,337,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,N,4,24,29,26,Automatic,6,4-Wheel Drive,1400,SUV,5,5,5,250,341,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,N,6,20,27,22,Automatic,6,4-Wheel Drive,1900,SUV,4,4,5,2750,402,High
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,N,4,23,29,26,Automatic,6,4-Wheel Drive,1400,SUV,5,5,5,250,343,Low
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,N,4,23,28,25,Automatic,6,4-Wheel Drive,1450,SUV,5,5,5,500,353,Low
Nissan,NISSAN,PATHFINDER 2WD,N,6,20,27,23,Automatic,1,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,395,Low
Nissan,NISSAN,ROGUE FWD,N,4,26,33,29,Automatic,1,"2-Wheel Drive, Front",1250,SUV,6,6,7,500,310,Low
Nissan,NISSAN,ROGUE FWD Hybrid,Y,4,33,35,34,Automatic,7,"2-Wheel Drive, Front",1050,SUV,8,8,3,1500,261,Low
Nissan,NISSAN,PATHFINDER 4WD,N,6,19,26,22,Automatic,1,4-Wheel Drive,1650,SUV,4,4,5,1500,404,High
Nissan,NISSAN,PATHFINDER 4WD PLATINUM,N,6,19,26,21,Automatic,1,4-Wheel Drive,1700,SUV,4,4,3,1750,424,High
Nissan,NISSAN,ROGUE AWD,N,4,25,32,27,Automatic,1,All Wheel Drive,1350,SUV,6,6,7,0,324,Low
Nissan,NISSAN,ROGUE AWD Hybrid,Y,4,31,34,33,Automatic,7,All Wheel Drive,1100,SUV,8,8,3,1250,276,Low
Nissan,NISSAN,ARMADA 2WD,N,8,14,19,16,Automatic,7,"2-Wheel Drive, Rear",2250,SUV,2,2,3,4500,555,High
Nissan,NISSAN,ARMADA 4WD,N,8,13,18,15,Automatic,7,4-Wheel Drive,2400,SUV,2,2,3,5250,587,High
Porsche,Porsche,Macan,N,4,20,25,22,Manual,7,All Wheel Drive,1900,SUV,4,4,3,2750,399,Low
Porsche,Porsche,Macan GTS,N,6,17,23,19,Manual,7,All Wheel Drive,2200,SUV,3,3,3,4250,461,High
Porsche,Porsche,Macan S,N,6,17,23,19,Manual,7,All Wheel Drive,2200,SUV,3,3,3,4250,459,High
Porsche,Porsche,Macan Turbo,N,6,17,23,19,Manual,7,All Wheel Drive,2200,SUV,3,3,1,4250,467,High
Porsche,Porsche,Cayenne,N,6,18,24,20,Automatic,8,All Wheel Drive,2100,SUV,4,4,3,3750,432,High
Porsche,Porsche,Cayenne GTS,N,6,16,23,19,Automatic,8,All Wheel Drive,2200,SUV,3,3,3,4250,476,High
Porsche,Porsche,Cayenne Platinum,N,6,17,23,19,Automatic,8,All Wheel Drive,2200,SUV,3,3,3,4250,453,High
Porsche,Porsche,Cayenne S,N,6,17,24,20,Automatic,8,All Wheel Drive,2100,SUV,4,4,3,3750,452,High
Porsche,Porsche,Cayenne Turbo,N,8,14,21,17,Automatic,8,All Wheel Drive,2450,SUV,3,3,1,5500,536,High
Porsche,Porsche,Cayenne Turbo S,N,8,14,21,17,Automatic,8,All Wheel Drive,2450,SUV,3,3,5,5500,536,High
Subaru,Subaru,CROSSTREK,N,4,27,33,29,Automatic,7,All Wheel Drive,1250,SUV,6,6,6,500,301,Low
Subaru,Subaru,CROSSTREK,N,4,23,29,25,Manual,6,All Wheel Drive,1450,SUV,5,5,6,500,353,Low
Subaru,Subaru,FORESTER,N,4,23,27,25,Automatic,8,All Wheel Drive,1700,SUV,5,5,1,1750,359,Low
Subaru,Subaru,FORESTER,N,4,26,32,28,Automatic,6,All Wheel Drive,1300,SUV,6,6,5,250,315,Low
Subaru,Subaru,FORESTER,N,4,22,28,24,Manual,6,All Wheel Drive,1500,SUV,5,5,5,750,368,Low
Subaru,Subaru,OUTBACK,N,4,25,32,28,Automatic,7,All Wheel Drive,1300,SUV,6,6,5,250,320,Low
Subaru,Subaru,OUTBACK,N,6,20,27,22,Automatic,6,All Wheel Drive,1650,SUV,4,4,3,1500,398,Low
Toyota,TOYOTA,HIGHLANDER,N,4,20,24,22,Automatic,6,"2-Wheel Drive, Front",1650,SUV,4,4,3,1500,407,High
Toyota,TOYOTA,HIGHLANDER,N,6,20,27,23,Automatic,8,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,391,Low
Toyota,TOYOTA,HIGHLANDER LE/XLE/SE/LTD,N,6,21,27,23,Automatic,8,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,384,Low
Toyota,TOYOTA,RAV4,N,4,23,29,25,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,3,500,349,Low
Toyota,TOYOTA,RAV4 LE/XLE,N,4,23,30,26,Automatic,6,"2-Wheel Drive, Front",1400,SUV,5,5,3,250,338,Low
Toyota,TOYOTA,RAV4 AWD,N,4,22,28,25,Automatic,6,All Wheel Drive,1450,SUV,5,5,3,500,357,Low
Toyota,TOYOTA,RAV4 HYBRID AWD,Y,4,34,30,32,Automatic,6,All Wheel Drive,1100,SUV,7,7,7,1250,275,Low
Toyota,TOYOTA,RAV4 Limited AWD/SE AWD,N,4,22,28,24,Automatic,6,All Wheel Drive,1500,SUV,5,5,3,750,363,Low
Toyota,TOYOTA,4RUNNER 2WD,N,6,17,21,18,Automatic,5,"2-Wheel Drive, Rear",2000,SUV,3,3,3,3250,479,High
Toyota,TOYOTA,SEQUOIA 2WD,N,8,13,17,15,Automatic,6,"2-Wheel Drive, Rear",2400,SUV,2,2,5,5250,607,High
Toyota,TOYOTA,4RUNNER 4WD,N,6,17,20,18,Automatic,5,Part-time 4-Wheel Drive,2000,SUV,3,3,3,3250,491,High
Toyota,TOYOTA,4RUNNER 4WD,N,6,17,20,18,Automatic,5,All Wheel Drive,2000,SUV,3,3,3,3250,491,High
Toyota,TOYOTA,HIGHLANDER AWD,N,6,19,26,22,Automatic,8,All Wheel Drive,1650,SUV,4,4,5,1500,403,High
Toyota,TOYOTA,HIGHLANDER AWD,N,6,20,26,22,Automatic,8,All Wheel Drive,1650,SUV,4,4,5,1500,398,Low
Toyota,TOYOTA,HIGHLANDER AWD LE,N,6,20,27,23,Automatic,8,All Wheel Drive,1550,SUV,5,5,5,1000,390,Low
Toyota,TOYOTA,HIGHLANDER HYBRID AWD,Y,6,29,27,28,Automatic,6,All Wheel Drive,1300,SUV,6,6,7,250,313,Low
Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,Y,6,30,28,29,Automatic,6,All Wheel Drive,1250,SUV,6,6,7,500,305,Low
Toyota,TOYOTA,LAND CRUISER WAGON 4WD,N,8,13,18,15,Automatic,8,4-Wheel Drive,2400,SUV,2,2,3,5250,595,High
Toyota,TOYOTA,SEQUOIA 4WD,N,8,13,17,14,Automatic,6,Part-time 4-Wheel Drive,2550,SUV,1,1,5,6000,614,High
Toyota,TOYOTA,SEQUOIA 4WD FFV,N,8,13,17,14,Automatic,6,Part-time 4-Wheel Drive,2550,SUV,1,1,5,6000,614,High
Volkswagen Group of,Volkswagen,Atlas,N,4,22,26,24,Automatic,8,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,375,Low
Volkswagen Group of,Volkswagen,Atlas,N,6,18,25,20,Automatic,8,"2-Wheel Drive, Front",1800,SUV,4,4,5,2250,438,High
Volkswagen Group of,Volkswagen,Tiguan,N,4,22,27,24,Automatic,8,"2-Wheel Drive, Front",1500,SUV,5,5,7,750,368,Low
Volkswagen Group of,Volkswagen,Tiguan Limited,N,4,20,26,23,Automatic,6,"2-Wheel Drive, Front",1850,SUV,5,5,3,2500,391,Low
Volkswagen Group of,Volkswagen,Atlas 4Motion,N,6,17,23,19,Automatic,8,All Wheel Drive,1900,SUV,3,3,5,2750,454,High
Volkswagen Group of,Volkswagen,Tiguan 4Motion,N,4,21,27,23,Automatic,8,All Wheel Drive,1550,SUV,5,5,7,1000,382,Low
Volkswagen Group of,Volkswagen,Tiguan Limited 4Motion,N,4,19,25,22,Automatic,6,All Wheel Drive,1900,SUV,4,4,3,2750,407,High
Volvo,"Volvo Cars of North America, LLC",XC60 AWD,N,4,22,28,24,Automatic,8,All Wheel Drive,1750,SUV,5,5,5,2000,367,Low
Volvo,"Volvo Cars of North America, LLC",XC60 AWD,N,4,21,27,23,Automatic,8,All Wheel Drive,1850,SUV,5,5,5,2500,385,Low
Volvo,"Volvo Cars of North America, LLC",XC90 FWD,N,4,22,29,25,Automatic,8,"2-Wheel Drive, Front",1700,SUV,5,5,5,1750,353,Low
Volvo,"Volvo Cars of North America, LLC",XC90 AWD,N,4,22,28,24,Automatic,8,All Wheel Drive,1750,SUV,5,5,5,2000,365,Low
Volvo,"Volvo Cars of North America, LLC",XC90 AWD,N,4,20,27,23,Automatic,8,All Wheel Drive,1850,SUV,5,5,5,2500,394,Low
General Motors,Chevrolet,COLORADO 2WD,N,4,20,26,22,Automatic,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,406,High
General Motors,Chevrolet,COLORADO 2WD,N,4,20,26,22,Manual,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,403,High
General Motors,Chevrolet,COLORADO 2WD,N,4,22,30,25,Automatic,6,"2-Wheel Drive, Rear",1600,Truck,5,4,3,1250,413,High
General Motors,Chevrolet,COLORADO 2WD,N,6,18,25,20,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,440,High
General Motors,Chevrolet,COLORADO 4WD,N,4,19,24,21,Automatic,6,4-Wheel Drive,1700,Truck,4,4,5,1750,429,High
General Motors,Chevrolet,COLORADO 4WD,N,4,20,28,23,Automatic,6,4-Wheel Drive,1750,Truck,5,4,3,2000,450,High
General Motors,Chevrolet,COLORADO 4WD,N,6,17,24,19,Automatic,8,4-Wheel Drive,1900,Truck,3,3,5,2750,463,High
General Motors,Chevrolet,COLORADO ZR2 4WD,N,4,19,22,20,Automatic,6,4-Wheel Drive,2000,Truck,4,3,3,3250,506,High
General Motors,Chevrolet,COLORADO ZR2 4WD,N,6,16,18,17,Automatic,8,4-Wheel Drive,2100,Truck,3,3,5,3750,532,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,6,18,24,20,Automatic,6,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,448,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,8,16,23,19,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,476,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,8,16,23,19,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,475,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,8,16,22,18,Automatic,8,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,495,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,8,18,24,20,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,3,2250,447,High
General Motors,Chevrolet,C15 SILVERADO 2WD,N,8,15,21,17,Automatic,8,"2-Wheel Drive, Rear",2450,Truck,3,3,3,5500,522,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,6,17,22,19,Automatic,6,4-Wheel Drive,1900,Truck,3,3,5,2750,473,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,8,16,22,18,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,489,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,8,16,22,18,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,491,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,8,15,20,17,Automatic,8,4-Wheel Drive,2100,Truck,3,3,3,3750,522,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,8,16,21,18,Automatic,8,4-Wheel Drive,2000,Truck,3,3,3,3250,490,High
General Motors,Chevrolet,K15 SILVERADO 4WD,N,8,15,20,17,Automatic,8,4-Wheel Drive,2450,Truck,3,3,3,5500,524,High
General Motors,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,N,8,15,20,17,Automatic,6,"2-Wheel Drive, Rear",2100,Truck,3,3,3,3750,523,High
General Motors,Chevrolet,COLORADO CAB CHASSIS 2WD,N,6,15,15,15,Automatic,8,"2-Wheel Drive, Rear",2400,Truck,2,2,5,5250,589,High
General Motors,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,N,8,15,19,17,Automatic,6,4-Wheel Drive,2100,Truck,3,3,3,3750,523,High
Ford Motor Company,Ford,F150 2.7L 2WD GVWR>6649 LBS,N,6,19,25,21,Automatic,10,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,420,High
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,N,6,20,25,22,Automatic,10,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,401,High
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,N,6,22,28,24,Automatic,10,"2-Wheel Drive, Rear",1650,Truck,5,4,1,1500,424,High
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,N,6,19,24,21,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,423,High
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,N,6,17,22,19,Automatic,10,"2-Wheel Drive, Rear",1900,Truck,3,3,5,2750,466,High
Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,N,8,16,21,18,Automatic,10,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,493,High
Ford Motor Company,Ford,F150 2WD FFV BASE PAYLOAD LT,N,8,16,21,18,Automatic,10,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,491,High
Ford Motor Company,Ford,F150 2WD FFV BASE PAYLOAD LT TIRE,N,6,19,24,21,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,423,High
Ford Motor Company,Ford,F150 3.5L 2WD GVWR>7599 LBS,N,6,17,21,19,Automatic,10,"2-Wheel Drive, Rear",1900,Truck,3,3,5,2750,466,High
Ford Motor Company,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,N,8,16,20,17,Automatic,10,"2-Wheel Drive, Rear",2100,Truck,3,3,3,3750,520,High
Ford Motor Company,Ford,F150 5.0L 2WD GVWR>7599 LBS,N,8,16,20,17,Automatic,10,"2-Wheel Drive, Rear",2100,Truck,3,3,3,3750,522,High
Ford Motor Company,Ford,F150 PICKUP 2WD,N,6,20,26,22,Automatic,10,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,401,High
Ford Motor Company,Ford,F150 PICKUP 2WD,N,6,22,30,25,Automatic,10,"2-Wheel Drive, Rear",1600,Truck,5,4,1,1250,412,High
Ford Motor Company,Ford,F150 PICKUP 2WD,N,6,19,25,22,Automatic,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,410,High
Ford Motor Company,Ford,F150 PICKUP 2WD,N,6,18,25,21,Automatic,10,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,426,High
Ford Motor Company,Ford,F150 PICKUP 2WD,N,8,17,23,19,Automatic,10,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,463,High
Ford Motor Company,Ford,F150 PICKUP 2WD FFV,N,6,20,25,22,Automatic,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,407,High
Ford Motor Company,Ford,F150 PICKUP 2WD FFV,N,8,17,23,19,Automatic,10,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,457,High
Ford Motor Company,Ford,F150 2.7L 4WD GVWR>6799 LBS,N,6,19,24,21,Automatic,10,Part-time 4-Wheel Drive,1700,Truck,4,4,5,1750,423,High
Ford Motor Company,Ford,F150 3.5L 4WD GVWR>7599 LBS,N,6,16,21,18,Automatic,10,Part-time 4-Wheel Drive,2000,Truck,3,3,5,3250,494,High
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,N,6,18,23,20,Automatic,10,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,444,High
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,N,6,20,25,22,Automatic,10,Part-time 4-Wheel Drive,1800,Truck,4,3,1,2250,463,High
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,N,6,17,22,19,Automatic,6,Part-time 4-Wheel Drive,1900,Truck,3,3,5,2750,468,High
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,N,6,17,22,19,Automatic,10,Part-time 4-Wheel Drive,1900,Truck,3,3,5,2750,468,High
Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,N,8,16,20,17,Automatic,10,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,523,High
Ford Motor Company,Ford,F150 4WD FFV BASE PAYLOAD LT,N,8,16,20,17,Automatic,10,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,522,High
Ford Motor Company,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,N,6,17,22,19,Automatic,6,Part-time 4-Wheel Drive,1900,Truck,3,3,5,2750,467,High
Ford Motor Company,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,N,8,15,19,17,Automatic,10,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,523,High
Ford Motor Company,Ford,F150 5.0L 4WD GVWR>7599 LBS,N,8,15,19,17,Automatic,10,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,523,High
Ford Motor Company,Ford,F150 PICKUP 4WD,N,6,19,24,21,Automatic,10,Part-time 4-Wheel Drive,1700,Truck,4,4,5,1750,423,High
Ford Motor Company,Ford,F150 PICKUP 4WD,N,6,20,25,22,Automatic,10,Part-time 4-Wheel Drive,1800,Truck,4,3,1,2250,463,High
Ford Motor Company,Ford,F150 PICKUP 4WD,N,6,18,23,20,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,442,High
Ford Motor Company,Ford,F150 PICKUP 4WD,N,6,17,23,19,Automatic,10,Part-time 4-Wheel Drive,1900,Truck,3,3,5,2750,470,High
Ford Motor Company,Ford,F150 PICKUP 4WD,N,8,16,22,18,Automatic,10,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,485,High
Ford Motor Company,Ford,F150 PICKUP 4WD FFV,N,6,18,23,20,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,437,High
Ford Motor Company,Ford,F150 PICKUP 4WD FFV,N,8,16,22,18,Automatic,10,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,498,High
Ford Motor Company,Ford,F150 PICKUP 4WD XL/XLT,N,6,21,28,24,Automatic,10,Part-time 4-Wheel Drive,1650,Truck,5,4,1,1500,424,High
Ford Motor Company,Ford,F150 RAPTOR 4WD,N,6,15,18,16,Automatic,10,Part-time 4-Wheel Drive,2250,Truck,2,2,3,4500,546,High
General Motors,GMC,CANYON 2WD,N,4,20,26,22,Automatic,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,406,High
General Motors,GMC,CANYON 2WD,N,4,20,26,22,Manual,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,403,High
General Motors,GMC,CANYON 2WD,N,4,22,30,25,Automatic,6,"2-Wheel Drive, Rear",1600,Truck,5,4,3,1250,413,High
General Motors,GMC,CANYON 2WD,N,6,18,25,20,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,440,High
General Motors,GMC,CANYON 4WD,N,4,19,24,21,Automatic,6,4-Wheel Drive,1700,Truck,4,4,5,1750,429,High
General Motors,GMC,CANYON 4WD,N,4,20,28,23,Automatic,6,4-Wheel Drive,1750,Truck,5,4,3,2000,450,High
General Motors,GMC,CANYON 4WD,N,6,17,24,19,Automatic,8,4-Wheel Drive,1900,Truck,3,3,5,2750,463,High
General Motors,GMC,C15 SIERRA 2WD,N,6,18,24,20,Automatic,6,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,448,High
General Motors,GMC,C15 SIERRA 2WD,N,8,16,23,19,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,475,High
General Motors,GMC,C15 SIERRA 2WD,N,8,16,23,19,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,475,High
General Motors,GMC,C15 SIERRA 2WD,N,8,16,22,18,Automatic,8,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,495,High
General Motors,GMC,C15 SIERRA 2WD,N,8,18,24,20,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,3,2250,447,High
General Motors,GMC,C15 SIERRA 2WD,N,8,15,21,17,Automatic,8,"2-Wheel Drive, Rear",2450,Truck,3,3,3,5500,517,High
General Motors,GMC,K15 SIERRA 4WD,N,6,17,22,19,Automatic,6,4-Wheel Drive,1900,Truck,3,3,5,2750,474,High
General Motors,GMC,K15 SIERRA 4WD,N,8,16,22,18,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,489,High
General Motors,GMC,K15 SIERRA 4WD,N,8,16,22,18,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,489,High
General Motors,GMC,K15 SIERRA 4WD,N,8,15,20,17,Automatic,8,4-Wheel Drive,2100,Truck,3,3,3,3750,522,High
General Motors,GMC,K15 SIERRA 4WD,N,8,16,21,18,Automatic,8,4-Wheel Drive,2000,Truck,3,3,3,3250,490,High
General Motors,GMC,K15 SIERRA 4WD,N,8,15,20,17,Automatic,8,4-Wheel Drive,2450,Truck,3,3,3,5500,524,High
General Motors,GMC,C15 SIERRA 2WD CAB CHASSIS,N,8,15,20,17,Automatic,6,"2-Wheel Drive, Rear",2100,Truck,3,3,3,3750,523,High
General Motors,GMC,CANYON CAB CHASSIS 2WD,N,6,15,15,15,Automatic,8,"2-Wheel Drive, Rear",2400,Truck,2,2,5,5250,589,High
General Motors,GMC,K15 SIERRA 4WD CAB CHASSIS,N,8,15,19,17,Automatic,6,4-Wheel Drive,2100,Truck,3,3,3,3750,523,High
Honda,Honda,RIDGELINE FWD,N,6,19,26,22,Automatic,6,"2-Wheel Drive, Front",1650,Truck,4,4,3,1500,410,High
Honda,Honda,RIDGELINE AWD,N,6,18,25,21,Automatic,6,All Wheel Drive,1700,Truck,4,4,3,1750,424,High
Nissan,NISSAN,FRONTIER 2WD,N,4,17,22,19,Automatic,5,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,467,High
Nissan,NISSAN,FRONTIER 2WD,N,4,19,23,21,Manual,5,"2-Wheel Drive, Rear",1700,Truck,4,4,3,1750,431,High
Nissan,NISSAN,FRONTIER 2WD,N,6,16,23,19,Automatic,5,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,478,High
Nissan,NISSAN,FRONTIER 2WD,N,6,16,22,19,Manual,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,479,High
Nissan,NISSAN,FRONTIER 2WD FFV,N,6,16,22,18,Automatic,5,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,494,High
Nissan,NISSAN,FRONTIER 4WD,N,6,15,21,17,Automatic,5,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,519,High
Nissan,NISSAN,FRONTIER 4WD,N,6,16,21,18,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,507,High
Nissan,NISSAN,FRONTIER 4WD FFV,N,6,15,21,17,Automatic,5,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,520,High
Nissan,NISSAN,TITAN 2WD,N,8,15,21,18,Automatic,7,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,505,High
Nissan,NISSAN,TITAN 4WD,N,8,15,21,18,Automatic,7,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,505,High
Nissan,NISSAN,TITAN 4WD PRO-4X,N,8,15,20,17,Automatic,7,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,529,High
FCA US LLC,RAM,1500 4X2,N,6,20,27,23,Automatic,8,"2-Wheel Drive, Rear",1750,Truck,5,4,1,2000,448,High
FCA US LLC,RAM,1500 4X2,N,6,17,25,20,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,3,2250,450,High
FCA US LLC,RAM,1500 4X2,N,8,15,22,17,Automatic,8,"2-Wheel Drive, Rear",2300,Truck,3,3,3,4750,513,High
FCA US LLC,RAM,1500 4X4,N,6,19,27,22,Automatic,8,4-Wheel Drive,1800,Truck,4,3,1,2250,465,High
FCA US LLC,RAM,1500 4X4,N,6,16,23,19,Automatic,8,4-Wheel Drive,1900,Truck,3,3,3,2750,475,High
FCA US LLC,RAM,1500 4X4,N,8,13,18,14,Automatic,6,4-Wheel Drive,2800,Truck,1,1,3,7250,614,High
FCA US LLC,RAM,1500 4X4,N,8,15,21,17,Automatic,8,4-Wheel Drive,2300,Truck,3,3,3,4750,527,High
Toyota,TOYOTA,TACOMA 2WD,N,4,20,23,21,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,422,High
Toyota,TOYOTA,TACOMA 2WD,N,6,19,24,21,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,431,High
Toyota,TOYOTA,TACOMA 4WD,N,4,19,22,20,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,441,High
Toyota,TOYOTA,TACOMA 4WD,N,6,18,22,20,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,452,High
